,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,url,Latitude,Longitude,transit,driving,uberVtransit,cumulativeTime,numDrivingBetter
26,OPERATIONAL,"{'location': {'lat': 41.4231499, 'lng': 2.190644}, 'viewport': {'northeast': {'lat': 41.4245156802915, 'lng': 2.191924380291502}, 'southwest': {'lat': 41.4218177197085, 'lng': 2.189226419708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Acta Laumon,{'open_now': True},"[{'height': 2880, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109347802322637351954"">Laumon</a>'], 'photo_reference': 'ATJ83zhuQZ6CkDRSgvHqDTAYkplp8RJLTbS9YtoMAqZWqkEwgcFnzYUpoRbRG9SC1f3MVBP97TeIB3wyj3od3xmzl_zIupLIngCmvdohfnus4ZaJ-VAxyx3UI8fPc-R7D7rl8ReRHHPVUin5HxS69g_FL5lGYULILlKQVu1VbioG3VMjg_NQ', 'width': 4320}]",ChIJ3Z83oNO8pBIRMiZLaByC7rQ,"{'compound_code': 'C5FR+77 Barcelona, Spain', 'global_code': '8FH4C5FR+77'}",4.0,ChIJ3Z83oNO8pBIRMiZLaByC7rQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",502.0,"Carrer de Monlau, 10, Barcelona",https://www.google.com/maps/place/?q=place_id:ChIJ3Z83oNO8pBIRMiZLaByC7rQ,41.4231499,2.190644,"{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.9 km', 'value': 2853}, 'duration': {'text': '13 mins', 'value': 785}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.8 km', 'value': 4837}, 'duration': {'text': '18 mins', 'value': 1069}, 'fare': {'currency': 'EUR', 'text': '€2.40', 'value': 2.4}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '6.8 km', 'value': 6837}, 'duration': {'text': '28 mins', 'value': 1677}, 'fare': {'currency': 'EUR', 'text': '€2.40', 'value': 2.4}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '5.2 km', 'value': 5171}, 'duration': {'text': '20 mins', 'value': 1204}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '5.9 km', 'value': 5900}, 'duration': {'text': '38 mins', 'value': 2304}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.9 km', 'value': 3919}, 'duration': {'text': '16 mins', 'value': 944}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '5.2 km', 'value': 5189}, 'duration': {'text': '18 mins', 'value': 1052}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '7.2 km', 'value': 7181}, 'duration': {'text': '29 mins', 'value': 1749}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '6.2 km', 'value': 6241}, 'duration': {'text': '23 mins', 'value': 1394}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['Carrer de Monlau, 6, 08027 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.4 km', 'value': 4370}, 'duration': {'text': '19 mins', 'value': 1123}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': 159, 'Batllo': -17, 'Gothic': 72, 'Music': 190, 'Guell': -1181}",-777,3
14,OPERATIONAL,"{'location': {'lat': 41.4110196, 'lng': 2.1865846}, 'viewport': {'northeast': {'lat': 41.41229303029149, 'lng': 2.188046230291502}, 'southwest': {'lat': 41.4095950697085, 'lng': 2.185348269708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Catalonia Atenas,{'open_now': True},"[{'height': 2283, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103186971355745814185"">Hotel Catalonia Atenas</a>'], 'photo_reference': 'ATJ83zj4bCX7IlC9MYJ3R2ve2uNnMdZpAzGhpls-rSUn56DpxiehUOD2msxzvcq8XEr_KwJ-W5eiIytn1qRIMcfjSsG5bCMozfVGcNwv74lM8IAhlfm9tcdH6macyz4n7vm3Xx-W6Iecvi-TykIPV8rTWzDQzLKdTwvmkrYYtuSfW608_N8V', 'width': 3425}]",ChIJlUPzhyijpBIRqLytvFuZPNg,"{'compound_code': 'C56P+CJ Barcelona, Spain', 'global_code': '8FH4C56P+CJ'}",4.0,ChIJlUPzhyijpBIRqLytvFuZPNg,GOOGLE,"['spa', 'lodging', 'point_of_interest', 'establishment']",2572.0,"Avinguda Meridiana, 151, Barcelona",https://www.google.com/maps/place/?q=place_id:ChIJlUPzhyijpBIRqLytvFuZPNg,41.4110196,2.1865846,"{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '1.8 km', 'value': 1825}, 'duration': {'text': '7 mins', 'value': 401}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.4 km', 'value': 4414}, 'duration': {'text': '16 mins', 'value': 944}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.3 km', 'value': 4261}, 'duration': {'text': '20 mins', 'value': 1193}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.6 km', 'value': 3552}, 'duration': {'text': '13 mins', 'value': 785}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '7.9 km', 'value': 7867}, 'duration': {'text': '38 mins', 'value': 2299}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.4 km', 'value': 2427}, 'duration': {'text': '9 mins', 'value': 520}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.9 km', 'value': 2905}, 'duration': {'text': '8 mins', 'value': 499}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.9 km', 'value': 4897}, 'duration': {'text': '20 mins', 'value': 1195}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.0 km', 'value': 3957}, 'duration': {'text': '14 mins', 'value': 840}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 151, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.0 km', 'value': 4006}, 'duration': {'text': '14 mins', 'value': 817}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': 119, 'Batllo': -445, 'Gothic': 2, 'Music': 55, 'Guell': -1482}",-1751,3
35,OPERATIONAL,"{'location': {'lat': 41.41105900000001, 'lng': 2.185674}, 'viewport': {'northeast': {'lat': 41.41241428029149, 'lng': 2.186964730291502}, 'southwest': {'lat': 41.40971631970849, 'lng': 2.184266769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Leonardo Boutique Hotel Barcelona Sagrada Familia,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108503720139629264261"">Leonardo Boutique Hotel Barcelona Sagrada Familia</a>'], 'photo_reference': 'ATJ83zi3Fi6ZK6gq2LPxUdRn-2_hPPoG6dSo0hgGqZ0iXgG0eFIk2bNFDWWOAjKyhidzBmCku3XtuZKkn7AadpBgSkZ-uqD2XrvzorkSfBRycot3hMd3fJJQXB0RtuOxq-Fagg8DqqXrGInQrS35s2yvPLgTBeD_xZPkUcPiMkcOxOXHcAj6', 'width': 2400}]",ChIJFS8rcyijpBIRrD0z3olQ9ik,"{'compound_code': 'C56P+C7 Barcelona, Spain', 'global_code': '8FH4C56P+C7'}",4.3,ChIJFS8rcyijpBIRrD0z3olQ9ik,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",1239.0,"Carrer de Mallorca, 606, Barcelona",https://www.google.com/maps/place/?q=place_id:ChIJFS8rcyijpBIRrD0z3olQ9ik,41.41105900000001,2.185674,"{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '1.9 km', 'value': 1891}, 'duration': {'text': '8 mins', 'value': 454}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4480}, 'duration': {'text': '17 mins', 'value': 997}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.3 km', 'value': 4335}, 'duration': {'text': '21 mins', 'value': 1252}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.6 km', 'value': 3626}, 'duration': {'text': '14 mins', 'value': 844}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '7.9 km', 'value': 7941}, 'duration': {'text': '39 mins', 'value': 2358}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.0 km', 'value': 2020}, 'duration': {'text': '7 mins', 'value': 442}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.0 km', 'value': 3039}, 'duration': {'text': '9 mins', 'value': 566}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '5.0 km', 'value': 5030}, 'duration': {'text': '21 mins', 'value': 1262}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.1 km', 'value': 4090}, 'duration': {'text': '15 mins', 'value': 907}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['C/ de Mallorca, 608, 08026 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.6 km', 'value': 3599}, 'duration': {'text': '12 mins', 'value': 739}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': -12, 'Batllo': -431, 'Gothic': 10, 'Music': 63, 'Guell': -1619}",-1989,2
45,OPERATIONAL,"{'location': {'lat': 41.40691689999999, 'lng': 2.1871695}, 'viewport': {'northeast': {'lat': 41.40826523029149, 'lng': 2.188459980291502}, 'southwest': {'lat': 41.4055672697085, 'lng': 2.185762019708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Meridian Glories,,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101423528609896066968"">Virginijus Stasiškis</a>'], 'photo_reference': 'ATJ83zgFcHYgnIc0I4J-SCkq58ox4d68ga8DDiUQ4TCdp1yt9Lrj0rV5D-wMNLLFMHfueLtF0HPlkGh0LsE4Fm036UE1t8mrXAnKjhkXGJFkIAeD-YWN4TXbAofquwNoWqD11iEz3IFV4qSwjx_FUjCH2F4bdMdkTKaymKgJyq0bmakf78lq', 'width': 5312}]",ChIJPaYm5yajpBIRz1P0dynamG0,"{'compound_code': 'C54P+QV Barcelona, Spain', 'global_code': '8FH4C54P+QV'}",3.6,ChIJPaYm5yajpBIRz1P0dynamG0,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",23.0,"Avinguda Meridiana, 88, Barcelona",https://www.google.com/maps/place/?q=place_id:ChIJPaYm5yajpBIRz1P0dynamG0,41.40691689999999,2.1871695,"{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.1 km', 'value': 2081}, 'duration': {'text': '11 mins', 'value': 630}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.7 km', 'value': 4685}, 'duration': {'text': '18 mins', 'value': 1092}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4462}, 'duration': {'text': '23 mins', 'value': 1403}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.8 km', 'value': 3753}, 'duration': {'text': '17 mins', 'value': 995}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '8.1 km', 'value': 8068}, 'duration': {'text': '42 mins', 'value': 2509}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.0 km', 'value': 2963}, 'duration': {'text': '11 mins', 'value': 681}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.4 km', 'value': 3441}, 'duration': {'text': '11 mins', 'value': 660}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '5.4 km', 'value': 5433}, 'duration': {'text': '23 mins', 'value': 1356}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4493}, 'duration': {'text': '17 mins', 'value': 1001}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['Avinguda Meridiana, 88, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4542}, 'duration': {'text': '16 mins', 'value': 978}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': 51, 'Batllo': -432, 'Gothic': -47, 'Music': 6, 'Guell': -1531}",-1953,2
8,OPERATIONAL,"{'location': {'lat': 41.3969223, 'lng': 2.1923371}, 'viewport': {'northeast': {'lat': 41.3983209302915, 'lng': 2.193622530291502}, 'southwest': {'lat': 41.3956229697085, 'lng': 2.190924569708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sallès Hotel Pere IV,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114834713738208757930"">judith gonzalvo</a>'], 'photo_reference': 'ATJ83zj3KuoBGI2duiv7cJXb-sm8MQQO3m4AELuGTT79dB-9f7c7nXInlBcMzNCUZSnIHTytPrIi0Y48z2FTARSC4gdhElNfDrD5WnLQlY-zEGyDTN4_jKRA6S-8BZz8jUAYD9izf92Uog6dg0RwvJsJZUOOT-s1lGPN-MZOhMQ9WVBAXIbD', 'width': 4640}]",ChIJFY1VoxmjpBIRehSCRUWTde0,"{'compound_code': '95WR+QW Barcelona, Spain', 'global_code': '8FH495WR+QW'}",4.1,ChIJFY1VoxmjpBIRehSCRUWTde0,GOOGLE,"['gym', 'spa', 'bar', 'lodging', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",2169.0,"Carrer de Pallars, 128, 130, Barcelona",https://www.google.com/maps/place/?q=place_id:ChIJFY1VoxmjpBIRehSCRUWTde0,41.3969223,2.1923371,"{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.0 km', 'value': 4015}, 'duration': {'text': '19 mins', 'value': 1113}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4540}, 'duration': {'text': '18 mins', 'value': 1088}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.4 km', 'value': 3386}, 'duration': {'text': '15 mins', 'value': 895}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.4 km', 'value': 2373}, 'duration': {'text': '16 mins', 'value': 957}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '8.4 km', 'value': 8352}, 'duration': {'text': '38 mins', 'value': 2271}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': {'destination_addresses': ['C/ de Mallorca, 401, 08013 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '2.9 km', 'value': 2920}, 'duration': {'text': '14 mins', 'value': 826}, 'status': 'OK'}]}], 'status': 'OK'}, 'Batllo': {'destination_addresses': ['Pg. de Gràcia, 43, 08007 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.4 km', 'value': 3398}, 'duration': {'text': '14 mins', 'value': 817}, 'status': 'OK'}]}], 'status': 'OK'}, 'Gothic': {'destination_addresses': ['Gothic Quarter, Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.0 km', 'value': 4038}, 'duration': {'text': '16 mins', 'value': 966}, 'status': 'OK'}]}], 'status': 'OK'}, 'Music': {'destination_addresses': ['C/ Palau de la Música, 4-6, 08003 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '3.0 km', 'value': 3047}, 'duration': {'text': '16 mins', 'value': 959}, 'status': 'OK'}]}], 'status': 'OK'}, 'Guell': {'destination_addresses': ['Park Güell, 08024 Barcelona, Spain'], 'origin_addresses': ['C. de Pallars, 128, 08018 Barcelona, Spain'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4498}, 'duration': {'text': '19 mins', 'value': 1123}, 'status': 'OK'}]}], 'status': 'OK'}}","{'Sagranda': -287, 'Batllo': -271, 'Gothic': 71, 'Music': 2, 'Guell': -1148}",-1633,2
